datetime,underlying_price,NIFTY27JAN2625200CE,NIFTY27JAN2625300CE,NIFTY27JAN2625400CE,NIFTY27JAN2625500CE,NIFTY27JAN2625600CE,NIFTY27JAN2625700CE,NIFTY27JAN2625800CE,NIFTY27JAN2625900CE,NIFTY27JAN2626000CE,NIFTY27JAN2626100CE,NIFTY27JAN2626200CE,NIFTY27JAN2626300CE,NIFTY27JAN2626400CE,NIFTY27JAN2626500CE,NIFTY27JAN2623800PE,NIFTY27JAN2623900PE,NIFTY27JAN2624000PE,NIFTY27JAN2624100PE,NIFTY27JAN2624200PE,NIFTY27JAN2624300PE,NIFTY27JAN2624400PE,NIFTY27JAN2624500PE,NIFTY27JAN2624600PE,NIFTY27JAN2624700PE,NIFTY27JAN2624800PE,NIFTY27JAN2624900PE,NIFTY27JAN2625000PE,NIFTY27JAN2625100PE
07-01-2026 09:15,26111.65,0.12662,0.1233,0.11741,0.10027098220796668,0.11005,0.10576,0.09830405955588978,0.09724,0.0957,0.09397,0.09187,0.09041,0.08908,0.08795,0.1784,0.17237,0.16928,0.1651787992639841,0.1576,0.1524,0.14697,0.14105,0.13613,0.13085,0.1264,0.12142,0.11631,0.1115
07-01-2026 09:20,26141.4,0.08632,0.0985932504077662,0.09860237538406616,0.11779,0.11197,0.11028,0.09841963746702329,0.0993371153222079,0.09837,0.09619,0.09413,0.09236,0.09057,0.08925,0.17962,0.17477,0.17196631457982076,0.16534,0.15990475654462238,0.1542,0.14753,0.14274,0.13849,0.13282,0.12374736832401736,0.12363,0.11042723662163709,0.11353
07-01-2026 09:25,26139.35,0.09147,0.09459107192978006,0.09514,0.09933,0.09599,0.09204,0.09216,0.08954,0.08996,0.08861,0.08697,0.08627,0.08541,0.09090101532548694,0.1801,0.17574,0.17154,0.16567,0.15927,0.15410591507832103,0.14919,0.14245,0.13806,0.13242,0.12877,0.12349,0.11817,0.11269715914234511
07-01-2026 09:30,26128.95,0.1086,0.10842,0.1115,0.12248,0.10715,0.11098,0.10345,0.10052446605440166,0.09864,0.09511,0.09304,0.09123,0.09288085940107108,0.08843,0.18174,0.18031087527546114,0.17206,0.16502,0.15755,0.15453890014315586,0.14691,0.14209,0.13721,0.13184,0.12722,0.12252,0.11729,0.112
07-01-2026 09:35,26131.9,0.10462,0.10538,0.12459,0.12051,0.11225,0.11294,0.10544,0.10133836926219555,0.09896,0.0919932471604854,0.09412,0.09136,0.09014,0.08885,0.18193,0.1806138226488413,0.17226,0.16522,0.15924,0.15334,0.14784,0.1423,0.13720102522705352,0.13219,0.12733,0.12295,0.11707,0.11954094286967872
07-01-2026 09:40,26145.15,0.07079,0.07639,0.08313,0.08523,0.0839638849936162,0.08734,0.08267807513423531,0.08462849394939764,0.0845,0.08386,0.09803806885590621,0.08301,0.08262,0.08249,0.18277,0.1782,0.17265,0.16631,0.15883,0.15343,0.14961,0.14337,0.1382,0.13313,0.12864,0.12374,0.11872,0.10645104773506933
07-01-2026 09:45,26113.1,0.10196770960242955,0.11837,0.10826,0.11514,0.1083,0.1055,0.10226,0.0989082373259905,0.09741,0.09438,0.09237,0.09075,0.09235450148972815,0.08809,0.18107,0.17468,0.1704,0.16426,0.157,0.15289,0.14697,0.14089,0.13571,0.13075,0.12599,0.12096,0.11159358815055562,0.11071
07-01-2026 09:50,26110.0,0.10163632158743532,0.12087,0.10978,0.09775634704000336,0.09655241990644958,0.10476,0.09939,0.0968,0.09542,0.09316,0.09122,0.08945,0.08851931171305422,0.08699,0.1744792144491807,0.1745,0.17045,0.16386,0.15681,0.15155,0.14694,0.14015465585257336,0.13566,0.13068,0.12601,0.12446285351083658,0.11607,0.11095
07-01-2026 09:55,26108.9,0.13029,0.12175,0.13487,0.10393606186636459,0.12009,0.11328,0.10291978475990773,0.10384521149565834,0.10426,0.10032,0.09739,0.09479,0.09256,0.09083,0.18084,0.17444,0.16945,0.16358,0.15675,0.15327618683142985,0.14636,0.14063,0.1353,0.12954449328206646,0.12571,0.12047,0.11399192241748303,0.10983
07-01-2026 10:00,26140.3,0.09239,0.0877,0.115,0.11531,0.11123,0.10752,0.10161,0.09831325578802158,0.09747,0.09187340100642999,0.09255,0.09062,0.08911,0.09758214948014263,0.1828,0.17745,0.1717,0.16515,0.16067,0.15356,0.1481,0.14259,0.1355529813441359,0.13216,0.12774,0.12248,0.10948736690670038,0.1122
07-01-2026 10:05,26142.95,0.09999945975506877,0.08237,0.11304,0.09847103623196048,0.11037,0.11308,0.11004,0.10336,0.10275,0.09909,0.09616,0.0940060675725985,0.09181,0.09023,0.18298,0.17622,0.1714,0.16534,0.15961,0.15374,0.14828,0.14278,0.13766,0.13236,0.12794,0.12247,0.11739,0.11183
07-01-2026 10:10,26159.15,0.10591,0.11189,0.09886,0.09667870243149715,0.09614771549785844,0.09594724450328254,0.10588,0.09838605228554713,0.10065325905992918,0.09746,0.09524,0.09264,0.09117,0.08945,0.17930578732862196,0.18139340998094963,0.17292,0.16683,0.16227286060296472,0.15501,0.14937,0.14421,0.13893,0.1335,0.12947,0.12462,0.11843,0.11309
07-01-2026 10:15,26183.8,0.12049,0.09722,0.11136,0.09406,0.09202,0.09707184961546848,0.09326,0.08786,0.08838,0.08445053348281847,0.09746053869748345,0.08527,0.08415,0.07408782928332172,0.18267,0.18009885783884524,0.17425,0.16842,0.16269,0.15663,0.15173,0.14572,0.14048,0.13536,0.13028,0.12548,0.12019,0.115
07-01-2026 10:20,26169.15,0.13492,0.11376,0.12267,0.1006524902443677,0.10785,0.0975585420603651,0.09695,0.09399,0.09285,0.08770065946663053,0.08918,0.08778,0.08646,0.08546,0.18381,0.17694,0.1758622431188077,0.1675,0.16345268650334255,0.1571659103069472,0.15024,0.14501868065940265,0.13994,0.13449,0.12949,0.12431,0.11901,0.11379
07-01-2026 10:25,26152.25,0.14819,0.11685,0.1055,0.10144,0.09714259159683172,0.09585452435186309,0.09325,0.09388,0.0911,0.08599997713896498,0.08801,0.08672,0.0857,0.08459,0.18279,0.1759,0.1739488965622133,0.16775605082141734,0.16026,0.15459,0.14949,0.14378,0.13834,0.13291,0.12889,0.1234,0.11784,0.11258
07-01-2026 10:30,26130.45,0.14045,0.13392,0.12199,0.10332356730216596,0.10178907790304806,0.10631,0.10164,0.09839,0.10252052521373053,0.09407,0.10618253108450128,0.09028381200799959,0.0883,0.08712,0.18145,0.17666,0.17139,0.16528,0.16214912245637286,0.15318,0.14805,0.14233,0.13686,0.1314,0.12709,0.1217,0.11602,0.12791303265386042
07-01-2026 10:35,26133.05,0.13848,0.13213,0.10319085520126525,0.10191538603003841,0.109,0.10357,0.10375,0.09754,0.09843,0.0900466617038937,0.09299,0.08845403506230187,0.08935,0.08769,0.17564103514143864,0.17607,0.17133,0.16478,0.1598136703520024,0.15317,0.1486,0.14199837339193838,0.13675,0.13159,0.12694,0.12169,0.11515734207356082,0.11086
07-01-2026 10:40,26144.05,0.10457227740184173,0.1239,0.10111903589025836,0.11069,0.09820104801513305,0.10253,0.09677809176761348,0.09761,0.09496,0.08652346015205503,0.09067,0.08502357399404992,0.08738,0.08609,0.18288,0.1803837684270863,0.17204,0.1655,0.15977,0.15409,0.14898,0.14327,0.13781,0.13264,0.12761,0.12879059691361042,0.11697,0.12382968707927355
07-01-2026 10:45,26141.15,0.12448,0.10300761754971727,0.11456,0.114,0.10828,0.10332,0.10041,0.09745,0.10027696752123502,0.09195,0.09043,0.08885,0.08843145728286009,0.08575,0.18131,0.1766,0.17396494701230397,0.16533,0.15938,0.15392,0.14844,0.14292,0.13762,0.13204,0.12718,0.12241,0.11676,0.123327918682087
07-01-2026 10:50,26146.85,0.15441,0.12166,0.12264,0.12576,0.10311027063197761,0.10062,0.10234657873181535,0.10421,0.10121,0.09751,0.09502,0.09229,0.09052,0.08866,0.18168,0.1804855039286202,0.17128,0.1657,0.16228333473617856,0.15411,0.14865,0.14331,0.13772,0.13245,0.12747,0.12241,0.11671,0.11127
07-01-2026 10:55,26168.55,0.11618,0.09908,0.10582,0.09640889638473374,0.10027,0.09883,0.09819,0.09465,0.09529,0.09256,0.0906,0.08877,0.08737,0.08584,0.18331,0.17727,0.17315,0.16687,0.16117,0.15595560293317512,0.1501,0.14478,0.13937,0.13411,0.12903,0.12700691268571584,0.11815,0.11277
07-01-2026 11:00,26160.15,0.14217,0.10926,0.12493,0.12832,0.11709,0.11632,0.11182,0.10649,0.10367,0.0996,0.09689,0.09419,0.09188,0.09905100514424,0.18281,0.17727,0.17264,0.16635,0.16308923369548917,0.155,0.14973,0.1444,0.13896,0.1334,0.12844,0.12318,0.11743,0.11204
07-01-2026 11:05,26182.1,0.10089404137912311,0.06317,0.10803,0.11224,0.11009,0.10412,0.09991,0.09817,0.09910277034428838,0.0919,0.10215595380399148,0.08838,0.08688,0.0856,0.18446,0.17867,0.17404,0.16776,0.16186,0.1564969295355521,0.15102,0.14572,0.13852736591858658,0.13508,0.1265765155053486,0.12479,0.11928,0.11373
07-01-2026 11:10,26166.7,0.10159793324082053,0.10165,0.12041,0.09760538149103976,0.10432,0.09454937224937277,0.09653,0.09463770874074849,0.09205,0.08991,0.08867,0.08610342806490157,0.08535,0.08431,0.18353,0.1772,0.17284,0.16679,0.16173,0.15382,0.14904749306779205,0.14469,0.13988,0.13401,0.12485268562856448,0.1239,0.11804,0.11274
07-01-2026 11:15,26148.15,0.15103,0.12068,0.10378501816713921,0.11697,0.10479,0.10114,0.10383,0.10015,0.09801,0.09040620873885385,0.09307,0.0884127082440758,0.08902,0.08724,0.18212,0.17646,0.17357967421019876,0.16562,0.1597,0.15445,0.14843,0.14362,0.13802,0.13232,0.1256653262438778,0.12244,0.11685,0.11124
07-01-2026 11:20,26148.9,0.13325,0.10480696058376589,0.13221,0.10563,0.10438,0.09793685041829994,0.09484,0.09535,0.09950353623599342,0.0912,0.08892,0.08742,0.0862,0.08517,0.1764174716725927,0.17612,0.17222,0.16569,0.16095649703180834,0.15412,0.14849,0.14368,0.13808,0.13238,0.1278,0.12784031875515994,0.11682,0.11139
07-01-2026 11:25,26140.4,0.14019,0.10615294769967348,0.13724,0.11602,0.10911,0.10054511941796282,0.10092214865833535,0.10154301155780854,0.10280502705656414,0.09357,0.10622305687724866,0.08967,0.08807,0.08663,0.17704138119296714,0.17534,0.17146,0.16493,0.15901,0.15337,0.14885432072220017,0.14296,0.13721,0.13166,0.12473725974469414,0.12146,0.1159,0.11031
07-01-2026 11:30,26144.45,0.13223,0.1238,0.13491,0.12795,0.10692,0.10959,0.11051,0.10497,0.10338,0.09905,0.0955,0.0933,0.09089,0.08913,0.18165,0.17587,0.17124,0.16588,0.1595,0.15580236162741212,0.14979239547271997,0.14324,0.13734,0.13195,0.12677,0.12154,0.11602,0.11071
07-01-2026 11:35,26160.05,0.1379,0.10954,0.12705,0.11342,0.1144,0.09898,0.09861,0.0955,0.09382,0.09112,0.08876,0.0864719549653869,0.08612,0.08473,0.18262,0.17686,0.17249,0.16689,0.16051,0.15488,0.14989,0.1443,0.13873,0.13333,0.12776,0.12891163487419482,0.11739,0.11192
07-01-2026 11:40,26147.1,0.10556361860902003,0.12168,0.13513,0.11628,0.12094,0.10735,0.10434,0.10128472885783324,0.09677,0.09297,0.09119,0.08937,0.08741,0.08616,0.18184,0.17607,0.17362926824849073,0.16608,0.15948,0.15385,0.14842,0.14329015655865618,0.13755,0.13244,0.12735,0.12187,0.11653,0.11076
07-01-2026 11:45,26136.15,0.15533,0.13021,0.12347,0.10389636775301561,0.10240668340966921,0.10719,0.10479,0.09917,0.09782,0.09505,0.09244,0.09021,0.08926362884018865,0.08711,0.18118,0.17565,0.17278556714202267,0.16517,0.15878,0.15314,0.14771,0.14255,0.13711,0.13168,0.12657,0.12108,0.11692987987861281,0.11045
07-01-2026 11:50,26138.65,0.15371,0.12839,0.12183,0.10693,0.11294,0.09876705175782927,0.09573,0.09332,0.09232,0.08996,0.08826,0.08661,0.08501066238487809,0.08458,0.18163,0.17566,0.17314079851219172,0.16488,0.15896,0.15312,0.1477,0.14256,0.13703399636813565,0.13173,0.127,0.12127,0.11611,0.11082
07-01-2026 11:55,26126.7,0.10442134974135182,0.13681,0.10191506090542626,0.11165,0.11006,0.10405,0.10053,0.0968,0.09586,0.08893373798580703,0.09077,0.08777440937449965,0.08749,0.08637,0.18119,0.17793370046095633,0.17019,0.16413,0.1582,0.15235,0.14692,0.14193,0.13603,0.13077,0.12604,0.12062,0.11541,0.11042
07-01-2026 12:00,26121.55,0.16447,0.14018,0.12062,0.10338789198896794,0.10165268090863805,0.10525,0.10099,0.09795,0.09557,0.09277,0.09077,0.08877,0.08692566912571975,0.08587,0.18089,0.17468,0.17036,0.16382,0.15788,0.1541019473131442,0.14659,0.14230389472712213,0.13584,0.13042,0.12544,0.12036,0.11541,0.11002
07-01-2026 12:05,26110.95,0.17059,0.10767986896954562,0.12592,0.11854,0.11393,0.10904,0.10471,0.10304152785318967,0.10424494452463753,0.09505,0.09261,0.09161452843639085,0.09116525645513726,0.08731,0.18024,0.17388,0.16946,0.16361,0.16043714304792492,0.15437812337546267,0.14608,0.14106,0.13542,0.13009,0.12564,0.12023,0.1149,0.10954
07-01-2026 12:10,26110.45,0.10746255949074807,0.14699,0.12624,0.12268,0.10421212623328373,0.10926,0.10682,0.10029,0.10023,0.09643,0.09378,0.09151,0.08936,0.08668439155335558,0.18051,0.17387,0.1700244014047651,0.16336,0.15632,0.15152,0.14588,0.14087,0.13554,0.13007,0.12538,0.11999,0.11469,0.10926
07-01-2026 12:15,26107.4,0.1726,0.10935726031208953,0.1281,0.10537234201926102,0.103951055229527,0.11083,0.10355,0.10125,0.09722,0.09467,0.09205,0.09009,0.08853,0.08725,0.18033,0.17372,0.16902,0.16318,0.15679,0.15315194811431732,0.14568,0.14051,0.1352,0.13013,0.1254,0.11967,0.1249516145473869,0.138053907917789
07-01-2026 12:20,26103.3,0.14749,0.15113,0.12846,0.12228,0.11176,0.1131,0.10716,0.10184,0.09835,0.09347288556316646,0.09375,0.09145,0.08962,0.0882,0.18064,0.17369,0.17239622016631814,0.16293,0.15675,0.15088,0.1486936712966111,0.14057,0.13537,0.12972,0.12512,0.1199,0.115,0.1319417160289555
07-01-2026 12:25,26106.55,0.14529,0.10413248310839526,0.12654,0.11526,0.11023,0.10932,0.10306,0.09924,0.09688,0.09433,0.09216,0.09114803571817542,0.08851,0.08719,0.18086,0.17367,0.16924,0.16338,0.15697,0.15111,0.14704562947707034,0.1408,0.13502027368268887,0.1292424175720683,0.12583,0.12057,0.11544,0.11046
07-01-2026 12:30,26108.85,0.10541315864073289,0.13189,0.12764,0.12135,0.11389,0.1097,0.1052,0.10143,0.09905,0.09602,0.09375,0.09174152590565714,0.08962,0.0881,0.1736652474800945,0.17382,0.1701159162240514,0.1641292434530256,0.15713,0.15127,0.14704,0.14102728488064104,0.13514340422960883,0.13053,0.12554,0.12044,0.11535,0.11008
