datetime,underlying_price,NIFTY27JAN2625200CE,NIFTY27JAN2625300CE,NIFTY27JAN2625400CE,NIFTY27JAN2625500CE,NIFTY27JAN2625600CE,NIFTY27JAN2625700CE,NIFTY27JAN2625800CE,NIFTY27JAN2625900CE,NIFTY27JAN2626000CE,NIFTY27JAN2626100CE,NIFTY27JAN2626200CE,NIFTY27JAN2626300CE,NIFTY27JAN2626400CE,NIFTY27JAN2626500CE,NIFTY27JAN2623800PE,NIFTY27JAN2623900PE,NIFTY27JAN2624000PE,NIFTY27JAN2624100PE,NIFTY27JAN2624200PE,NIFTY27JAN2624300PE,NIFTY27JAN2624400PE,NIFTY27JAN2624500PE,NIFTY27JAN2624600PE,NIFTY27JAN2624700PE,NIFTY27JAN2624800PE,NIFTY27JAN2624900PE,NIFTY27JAN2625000PE,NIFTY27JAN2625100PE
07-01-2026 09:15,26111.65,0.12662,0.1233,0.11741000000000001,0.096334896286907,0.11005000000000001,0.10576000000000002,0.09877397075209854,0.09724,0.09570000000000001,0.09397,0.09186999999999998,0.09041,0.08908000000000002,0.08795,0.1784,0.17236999999999997,0.16928000000000004,0.16950420972918767,0.15760000000000002,0.1524,0.14697,0.14105,0.13613,0.13085,0.1264,0.12142,0.11631,0.1115
07-01-2026 09:20,26141.4,0.08631999999999998,0.09078022672691627,0.09237655509926516,0.11779000000000002,0.11197000000000001,0.11028000000000002,0.09896798393431572,0.10049145843347088,0.09837000000000001,0.09619,0.09413000000000002,0.09236,0.09057000000000001,0.08925,0.17962,0.17477000000000004,0.1767860179765891,0.16534,0.16230582931519266,0.1542,0.14753,0.14274000000000003,0.13849,0.13282,0.11900391760343158,0.12363000000000002,0.10486008926389973,0.11353000000000002
07-01-2026 09:25,26139.35,0.09147,0.08630411165406948,0.09514000000000002,0.09933,0.09599000000000002,0.09204000000000001,0.09215999999999999,0.08954000000000001,0.08996000000000001,0.08861,0.08697000000000002,0.08627000000000001,0.08541,0.08910010227462378,0.18010000000000004,0.17574,0.17153999999999997,0.16567000000000004,0.15927000000000002,0.15520874120471945,0.14919,0.14245000000000002,0.13806,0.13242,0.12877,0.12349000000000002,0.11817000000000001,0.11836899732831975
07-01-2026 09:30,26128.95,0.10860000000000002,0.10842,0.1115,0.12248000000000002,0.10715,0.11098000000000001,0.10345,0.10193865388363516,0.09864,0.09511,0.09304,0.09123,0.09168268881308617,0.08843000000000001,0.18174,0.187535785488875,0.17206,0.16502,0.15755000000000002,0.15731778033353555,0.14691000000000004,0.14209,0.13721,0.13184,0.12722,0.12252000000000002,0.11729,0.11200000000000002
07-01-2026 09:35,26131.9,0.10462000000000002,0.10538,0.12459000000000002,0.12051,0.11225000000000002,0.11294000000000001,0.10544000000000002,0.10276015471301855,0.09896000000000002,0.09087609106247377,0.09412000000000001,0.09136,0.09014,0.08885000000000001,0.18193,0.18792522907879955,0.17226000000000002,0.16522000000000003,0.15924,0.15334,0.14784,0.1423,0.13605886595813868,0.13219000000000003,0.12733,0.12295,0.11707000000000001,0.12390574694515695
07-01-2026 09:40,26145.15,0.07079,0.07639,0.08312999999999998,0.08523,0.07969870308520637,0.08734,0.08195154404987338,0.0845059232371349,0.08450000000000002,0.08386000000000002,0.10047708449151993,0.08301,0.08262,0.08249,0.18277,0.17819999999999997,0.17264999999999997,0.16631,0.15883000000000003,0.15343,0.14961,0.14337,0.1382,0.13313,0.12864,0.12374000000000002,0.11872,0.11410230508252822
07-01-2026 09:45,26113.1,0.09320412960020429,0.11837,0.10826,0.11514000000000002,0.1083,0.1055,0.10226000000000002,0.09985297620915096,0.09741,0.09438000000000002,0.09237000000000001,0.09075,0.091107157138132,0.08809,0.18107,0.17468,0.1704,0.16426000000000002,0.15700000000000003,0.15289000000000003,0.14697,0.14089,0.13571,0.13075,0.12599,0.12096000000000001,0.10540888173312482,0.11071000000000002
07-01-2026 09:50,26110.0,0.0927911794771123,0.12087,0.10978000000000002,0.09325669055045953,0.09376800909098501,0.10476000000000002,0.09939,0.09680000000000001,0.09542000000000002,0.09316000000000002,0.09122,0.08945,0.08695889487729386,0.08699000000000001,0.173563178114089,0.1745,0.17045,0.16386,0.15681,0.15155,0.14694,0.13891023753052106,0.13566,0.13068000000000002,0.12601,0.1260186892418402,0.11607,0.11095000000000001
07-01-2026 09:55,26108.9,0.13029,0.12175,0.13487,0.10052698034776952,0.12009,0.11328,0.10364779763673461,0.10521498634170687,0.10426,0.10032000000000002,0.09739,0.09479000000000001,0.09256,0.09083,0.18084,0.17444,0.16945,0.16358,0.15675,0.15511149448061856,0.14636,0.14063,0.1353,0.12659129838084077,0.12571,0.12047,0.10727057111211614,0.10983
07-01-2026 10:00,26140.3,0.09239,0.0877,0.11500000000000002,0.11531,0.11123000000000001,0.10752000000000002,0.10161,0.09930053424021312,0.09747,0.09065342929501607,0.09255,0.09062,0.08911,0.09639385112971577,0.18280000000000002,0.17745,0.17170000000000002,0.16514999999999996,0.16067000000000004,0.15356000000000003,0.1481,0.14259,0.13312269162799883,0.13216,0.12774000000000002,0.12248000000000002,0.10420445059052574,0.11220000000000001
