datetime,underlying_price,NIFTY27JAN2625200CE,NIFTY27JAN2625300CE,NIFTY27JAN2625400CE,NIFTY27JAN2625500CE,NIFTY27JAN2625600CE,NIFTY27JAN2625700CE,NIFTY27JAN2625800CE,NIFTY27JAN2625900CE,NIFTY27JAN2626000CE,NIFTY27JAN2626100CE,NIFTY27JAN2626200CE,NIFTY27JAN2626300CE,NIFTY27JAN2626400CE,NIFTY27JAN2626500CE,NIFTY27JAN2623800PE,NIFTY27JAN2623900PE,NIFTY27JAN2624000PE,NIFTY27JAN2624100PE,NIFTY27JAN2624200PE,NIFTY27JAN2624300PE,NIFTY27JAN2624400PE,NIFTY27JAN2624500PE,NIFTY27JAN2624600PE,NIFTY27JAN2624700PE,NIFTY27JAN2624800PE,NIFTY27JAN2624900PE,NIFTY27JAN2625000PE,NIFTY27JAN2625100PE
2026-01-07 09:15:00,26111.65,0.12662,0.1233,0.11741,0.11403290346907535,0.11005,0.10576,0.10126675954757856,0.09724,0.0957,0.09397,0.09187,0.09041,0.08908,0.08795,0.1784,0.17237,0.16928,0.16342214284056292,0.1576,0.1524,0.14697,0.14105,0.13613,0.13085,0.1264,0.12142,0.11631,0.1115
2026-01-07 09:20:00,26141.4,0.08632,0.09790647418116367,0.10772534396045165,0.11779,0.11197,0.11028,0.10620089880384366,0.10243119876260487,0.09837,0.09619,0.09413,0.09236,0.09057,0.08925,0.17962,0.17477,0.17038534002094202,0.16534,0.1600588653365529,0.1542,0.14753,0.14274,0.13849,0.13282,0.12823992283093,0.12363,0.1183789381681839,0.11353
2026-01-07 09:25:00,26139.35,0.09147,0.09398432279761156,0.09514,0.09933,0.09599,0.09204,0.09216,0.08954,0.08996,0.08861,0.08697,0.08627,0.08541,0.12854055905581718,0.1801,0.17574,0.17154,0.16567,0.15927,0.15394313015834127,0.14919,0.14245,0.13806,0.13242,0.12877,0.12349,0.11817,0.11755397362751029
2026-01-07 09:30:00,26128.95,0.1086,0.10842,0.1115,0.12248,0.10715,0.11098,0.10345,0.1009792752097939,0.09864,0.09511,0.09304,0.09123,0.0900185806065146,0.08843,0.18174,0.17678720736467954,0.17206,0.16502,0.15755,0.15207266275105655,0.14691,0.14209,0.13721,0.13184,0.12722,0.12252,0.11729,0.112
2026-01-07 09:35:00,26131.9,0.10462,0.10538,0.12459,0.12051,0.11225,0.11294,0.10544,0.10209326170042868,0.09896,0.09640632049759097,0.09412,0.09136,0.09014,0.08885,0.18193,0.17717271188755637,0.17226,0.16522,0.15924,0.15334,0.14784,0.1423,0.13717383311091746,0.13219,0.12733,0.12295,0.11707,0.11658458153241545
2026-01-07 09:40:00,26145.15,0.07079,0.07639,0.08313,0.08523,0.08392538952580968,0.08734,0.08453925085527846,0.08647934238055054,0.0845,0.08386,0.08450312309799426,0.08301,0.08262,0.08249,0.18277,0.1782,0.17265,0.16631,0.15883,0.15343,0.14961,0.14337,0.1382,0.13313,0.12864,0.12374,0.11872,0.11836383786376128
2026-01-07 09:45:00,26113.1,0.11843156713607737,0.11837,0.10826,0.11514,0.1083,0.1055,0.10226,0.09972338632379257,0.09741,0.09438,0.09237,0.09075,0.0892228069530388,0.08809,0.18107,0.17468,0.1704,0.16426,0.157,0.15289,0.14697,0.14089,0.13571,0.13075,0.12599,0.12096,0.11583649112303884,0.11071
2026-01-07 09:50:00,26110.0,0.12097633524558404,0.12087,0.10978,0.10811770913810895,0.1063390887547744,0.10476,0.09939,0.0968,0.09542,0.09316,0.09122,0.08945,0.08832745491390437,0.08699,0.13936157476891534,0.1745,0.17045,0.16386,0.15681,0.15155,0.14694,0.14109930369521226,0.13566,0.13068,0.12601,0.12101047055522128,0.11607,0.11095
2026-01-07 09:55:00,26108.9,0.13029,0.12175,0.13487,0.12659356556138765,0.12009,0.11328,0.10974588491601169,0.10700576789503541,0.10426,0.10032,0.09739,0.09479,0.09256,0.09083,0.18084,0.17444,0.16945,0.16358,0.15675,0.15174628322536388,0.14636,0.14063,0.1353,0.13037067681316342,0.12571,0.12047,0.1151400102609901,0.10983
2026-01-07 10:00:00,26140.3,0.09239,0.0877,0.115,0.11531,0.11123,0.10752,0.10161,0.0997448561845603,0.09747,0.0950277534532475,0.09255,0.09062,0.08911,0.1315884474506601,0.1828,0.17745,0.1717,0.16515,0.16067,0.15356,0.1481,0.14259,0.13714672217151444,0.13216,0.12774,0.12248,0.11708667615580026,0.1122
